date,heure,timestamp,type,nom,velos_dispo,bornes_libres,total,taux_occupation_places,lat,lon
2026-03-28,10:39:59,2026-03-28T10:39:59+01:00,STATION,"Vert Bois",4,12,16,0.25,43.63543,3.871179
2026-03-28,10:39:59,2026-03-28T10:39:59+01:00,STATION,"Malbosc",2,6,8,0.25,43.633679,3.832861
2026-03-28,10:39:59,2026-03-28T10:39:59+01:00,STATION,"Occitanie",11,21,32,0.34375,43.635689,3.849597
2026-03-28,10:39:59,2026-03-28T10:39:59+01:00,STATION,"Fac des Sciences",9,15,24,0.375,43.631318,3.861299
2026-03-28,10:39:59,2026-03-28T10:39:59+01:00,STATION,"Fac de Lettres",4,8,12,0.3333333333333333,43.630437,3.869539
2026-03-28,10:39:59,2026-03-28T10:39:59+01:00,STATION,"Aiguelongue",8,0,8,1.0,43.626163,3.882492
2026-03-28,10:39:59,2026-03-28T10:39:59+01:00,STATION,"Jeu de Mail des Abbés",5,3,8,0.625,43.619701,3.883831
2026-03-28,10:39:59,2026-03-28T10:39:59+01:00,STATION,"Euromédecine",1,7,8,0.125,43.639119,3.828199
2026-03-28,10:39:59,2026-03-28T10:39:59+01:00,STATION,"Marie Caizergues",8,0,8,1.0,43.619871,3.873812
2026-03-28,10:39:59,2026-03-28T10:39:59+01:00,STATION,"Sabines",4,4,8,0.5,43.584211,3.860031
2026-03-28,10:39:59,2026-03-28T10:39:59+01:00,STATION,"Celleneuve",5,3,8,0.625,43.61467,3.832624
2026-03-28,10:39:59,2026-03-28T10:39:59+01:00,STATION,"Jardin de la Lironde",5,3,8,0.625,43.60585,3.911576
2026-03-28,10:39:59,2026-03-28T10:39:59+01:00,STATION,"Père Soulas",6,2,8,0.75,43.621983,3.855603
2026-03-28,10:39:59,2026-03-28T10:39:59+01:00,STATION,"Place Viala",4,4,8,0.5,43.616812,3.855075
2026-03-28,10:39:59,2026-03-28T10:39:59+01:00,STATION,"Hôtel du Département",4,4,8,0.5,43.621682,3.83477
2026-03-28,10:39:59,2026-03-28T10:39:59+01:00,STATION,"Tonnelles",5,3,8,0.625,43.615155,3.839466
2026-03-28,10:39:59,2026-03-28T10:39:59+01:00,STATION,"Parvis Jules Ferry - Gare Saint-Roch",4,4,8,0.5,43.603889,3.879362
2026-03-28,10:39:59,2026-03-28T10:39:59+01:00,STATION,"Pont de Lattes - Gare Saint-Roch",9,3,12,0.75,43.606036,3.882393
2026-03-28,10:39:59,2026-03-28T10:39:59+01:00,STATION,"Deux Ponts - Gare Saint-Roch",0,8,8,0.0,43.604319,3.880916
2026-03-28,10:39:59,2026-03-28T10:39:59+01:00,STATION,"Providence - Ovalie",4,4,8,0.5,43.588239,3.853421
2026-03-28,10:39:59,2026-03-28T10:39:59+01:00,STATION,"Pérols Etang de l Or",29,39,68,0.4264705882352941,43.558351,3.963412
2026-03-28,10:39:59,2026-03-28T10:39:59+01:00,STATION,"Albert 1er - Cathédrale",4,8,12,0.3333333333333333,43.614005,3.873218
2026-03-28,10:39:59,2026-03-28T10:39:59+01:00,STATION,"Saint-Guilhem - Courreau",0,8,8,0.0,43.608996,3.872752
2026-03-28,10:39:59,2026-03-28T10:39:59+01:00,STATION,"Sud De France",1,7,8,0.125,43.59562,3.9235
2026-03-28,10:39:59,2026-03-28T10:39:59+01:00,STATION,"Comedie Baudin",0,8,8,0.0,43.608717,3.880787
2026-03-28,10:39:59,2026-03-28T10:39:59+01:00,STATION,"Jean de Beins",6,10,16,0.375,43.609857,3.883884
2026-03-28,11:34:24,2026-03-28T11:34:24+01:00,STATION,"Rue Jules Ferry - Gare Saint-Roch",2,10,12,0.16666666666666666,43.605366,3.881346
2026-03-28,11:34:24,2026-03-28T11:34:24+01:00,STATION,"Comédie",10,10,20,0.5,43.608148,3.878778
2026-03-28,11:34:24,2026-03-28T11:34:24+01:00,STATION,"Hôtel de Ville",11,5,16,0.6875,43.599088,3.894866
2026-03-28,11:34:24,2026-03-28T11:34:24+01:00,STATION,"Corum",6,5,12,0.5833333333333334,43.613989,3.8816
2026-03-28,11:34:24,2026-03-28T11:34:24+01:00,STATION,"Place Albert 1er - St Charles",3,24,27,0.1111111111111111,43.616768,3.873375
2026-03-28,11:34:24,2026-03-28T11:34:24+01:00,STATION,"Foch",5,3,8,0.625,43.610989,3.873345
2026-03-28,11:34:24,2026-03-28T11:34:24+01:00,STATION,"Halles Castellane",0,12,12,0.0,43.609935,3.877208
2026-03-28,11:34:24,2026-03-28T11:34:24+01:00,STATION,"Observatoire",4,3,8,0.625,43.606301,3.87724
2026-03-28,11:34:24,2026-03-28T11:34:24+01:00,STATION,"Rondelet",4,12,16,0.25,43.603038,3.875796
2026-03-28,11:34:24,2026-03-28T11:34:24+01:00,STATION,"Plan Cabanes",1,11,12,0.08333333333333333,43.608491,3.868389
2026-03-28,11:34:24,2026-03-28T11:34:24+01:00,STATION,"Boutonnet",6,6,12,0.5,43.622629,3.868375
2026-03-28,11:34:24,2026-03-28T11:34:24+01:00,STATION,"Emile Combes",7,1,8,0.875,43.616742,3.87998
2026-03-28,11:34:24,2026-03-28T11:34:24+01:00,STATION,"Beaux-Arts",6,10,16,0.375,43.616698,3.884981
2026-03-28,11:34:24,2026-03-28T11:34:24+01:00,STATION,"Les Aubes",3,5,8,0.375,43.618692,3.893844
2026-03-28,11:34:24,2026-03-28T11:34:24+01:00,STATION,"Antigone centre",4,8,12,0.3333333333333333,43.607942,3.890634
2026-03-28,11:34:24,2026-03-28T11:34:24+01:00,STATION,"Médiathèque Emile Zola",5,11,16,0.3125,43.608218,3.89314
2026-03-28,11:34:24,2026-03-28T11:34:24+01:00,STATION,"Nombre d Or",3,13,16,0.1875,43.607859,3.886644
2026-03-28,11:34:24,2026-03-28T11:34:24+01:00,STATION,"Louis Blanc",8,8,16,0.5,43.614642,3.877648
2026-03-28,11:34:24,2026-03-28T11:34:24+01:00,STATION,"Gambetta",1,7,8,0.125,43.607106,3.870693
2026-03-28,11:34:24,2026-03-28T11:34:24+01:00,STATION,"Port Marianne",11,5,16,0.6875,43.60032,3.89851
2026-03-28,11:34:24,2026-03-28T11:34:24+01:00,STATION,"Les Arceaux",7,1,8,0.875,43.612659,3.867734
2026-03-28,11:34:24,2026-03-28T11:34:24+01:00,STATION,"Cité Mion",1,5,8,0.375,43.601143,3.884373
2026-03-28,11:34:24,2026-03-28T11:34:24+01:00,STATION,"Nouveau Saint-Roch",6,2,8,0.75,43.599817,3.875757
2026-03-28,11:34:24,2026-03-28T11:34:24+01:00,STATION,"Renouvier",3,4,8,0.5,43.603553,3.867884
2026-03-28,11:34:24,2026-03-28T11:34:24+01:00,STATION,"Odysseum",0,8,8,0.0,43.603727,3.918979
2026-03-28,11:34:24,2026-03-28T11:34:24+01:00,STATION,"Saint-Denis",0,8,8,0.0,43.605021,3.875065
2026-03-28,11:34:24,2026-03-28T11:34:24+01:00,STATION,"Richter",9,7,16,0.5625,43.603424,3.899263
2026-03-28,11:34:24,2026-03-28T11:34:24+01:00,STATION,"Charles Flahault",1,7,8,0.125,43.622038,3.86672
2026-03-28,11:34:24,2026-03-28T11:34:24+01:00,STATION,"Voltaire",2,6,8,0.25,43.603767,3.888659
2026-03-28,11:34:24,2026-03-28T11:34:24+01:00,STATION,"Prés d Arènes",5,3,8,0.625,43.59048,3.884611
2026-03-28,11:34:24,2026-03-28T11:34:24+01:00,STATION,"Garcia Lorca",9,0,8,1.0,43.590757,3.890616
2026-03-28,11:34:24,2026-03-28T11:34:24+01:00,STATION,"Vert Bois",5,11,16,0.3125,43.63543,3.871179
2026-03-28,11:34:24,2026-03-28T11:34:24+01:00,STATION,"Malbosc",2,6,8,0.25,43.633679,3.832861
2026-03-28,11:34:24,2026-03-28T11:34:24+01:00,STATION,"Occitanie",11,21,32,0.34375,43.635689,3.849597
2026-03-28,11:34:24,2026-03-28T11:34:24+01:00,STATION,"Fac des Sciences",9,15,24,0.375,43.631318,3.861299
2026-03-28,11:34:24,2026-03-28T11:34:24+01:00,STATION,"Fac de Lettres",5,7,12,0.4166666666666667,43.630437,3.869539
2026-03-28,11:34:24,2026-03-28T11:34:24+01:00,STATION,"Aiguelongue",7,0,8,1.0,43.626163,3.882492
2026-03-28,11:34:24,2026-03-28T11:34:24+01:00,STATION,"Jeu de Mail des Abbés",5,3,8,0.625,43.619701,3.883831
2026-03-28,11:34:24,2026-03-28T11:34:24+01:00,STATION,"Euromédecine",2,6,8,0.25,43.639119,3.828199
2026-03-28,11:34:24,2026-03-28T11:34:24+01:00,STATION,"Marie Caizergues",8,0,8,1.0,43.619871,3.873812
2026-03-28,11:34:24,2026-03-28T11:34:24+01:00,STATION,"Sabines",4,4,8,0.5,43.584211,3.860031
2026-03-28,11:34:24,2026-03-28T11:34:24+01:00,STATION,"Celleneuve",5,3,8,0.625,43.61467,3.832624
2026-03-28,11:34:24,2026-03-28T11:34:24+01:00,STATION,"Jardin de la Lironde",5,3,8,0.625,43.60585,3.911576
2026-03-28,11:34:24,2026-03-28T11:34:24+01:00,STATION,"Père Soulas",6,2,8,0.75,43.621983,3.855603
2026-03-28,11:34:24,2026-03-28T11:34:24+01:00,STATION,"Place Viala",3,5,8,0.375,43.616812,3.855075
2026-03-28,11:34:24,2026-03-28T11:34:24+01:00,STATION,"Hôtel du Département",4,4,8,0.5,43.621682,3.83477
2026-03-28,11:34:24,2026-03-28T11:34:24+01:00,STATION,"Tonnelles",5,3,8,0.625,43.615155,3.839466
2026-03-28,11:34:24,2026-03-28T11:34:24+01:00,STATION,"Parvis Jules Ferry - Gare Saint-Roch",4,4,8,0.5,43.603889,3.879362
2026-03-28,11:34:24,2026-03-28T11:34:24+01:00,STATION,"Pont de Lattes - Gare Saint-Roch",9,3,12,0.75,43.606036,3.882393
2026-03-28,11:34:24,2026-03-28T11:34:24+01:00,STATION,"Deux Ponts - Gare Saint-Roch",0,8,8,0.0,43.604319,3.880916
2026-03-28,11:34:24,2026-03-28T11:34:24+01:00,STATION,"Providence - Ovalie",4,4,8,0.5,43.588239,3.853421
2026-03-28,11:34:24,2026-03-28T11:34:24+01:00,STATION,"Pérols Etang de l Or",31,37,68,0.45588235294117646,43.558351,3.963412
2026-03-28,11:34:24,2026-03-28T11:34:24+01:00,STATION,"Albert 1er - Cathédrale",4,8,12,0.3333333333333333,43.614005,3.873218
2026-03-28,11:34:24,2026-03-28T11:34:24+01:00,STATION,"Saint-Guilhem - Courreau",1,7,8,0.125,43.608996,3.872752
2026-03-28,11:34:24,2026-03-28T11:34:24+01:00,STATION,"Sud De France",1,7,8,0.125,43.59562,3.9235
2026-03-28,11:34:24,2026-03-28T11:34:24+01:00,STATION,"Comedie Baudin",0,8,8,0.0,43.608717,3.880787
2026-03-28,11:34:24,2026-03-28T11:34:24+01:00,STATION,"Jean de Beins",5,11,16,0.3125,43.609857,3.883884
2026-03-28,12:30:15,2026-03-28T12:30:15+01:00,STATION,"Rue Jules Ferry - Gare Saint-Roch",2,10,12,0.16666666666666666,43.605366,3.881346
2026-03-28,12:30:15,2026-03-28T12:30:15+01:00,STATION,"Comédie",10,10,20,0.5,43.608148,3.878778
2026-03-28,12:30:15,2026-03-28T12:30:15+01:00,STATION,"Hôtel de Ville",11,5,16,0.6875,43.599088,3.894866
2026-03-28,12:30:15,2026-03-28T12:30:15+01:00,STATION,"Corum",6,5,12,0.5833333333333334,43.613989,3.8816
2026-03-28,12:30:15,2026-03-28T12:30:15+01:00,STATION,"Place Albert 1er - St Charles",2,25,27,0.07407407407407407,43.616768,3.873375
2026-03-28,12:30:15,2026-03-28T12:30:15+01:00,STATION,"Foch",5,3,8,0.625,43.610989,3.873345
2026-03-28,12:30:15,2026-03-28T12:30:15+01:00,STATION,"Halles Castellane",0,12,12,0.0,43.609935,3.877208
2026-03-28,12:30:15,2026-03-28T12:30:15+01:00,STATION,"Observatoire",5,2,8,0.75,43.606301,3.87724
2026-03-28,12:30:15,2026-03-28T12:30:15+01:00,STATION,"Rondelet",5,11,16,0.3125,43.603038,3.875796
2026-03-28,12:30:15,2026-03-28T12:30:15+01:00,STATION,"Plan Cabanes",1,11,12,0.08333333333333333,43.608491,3.868389
2026-03-28,12:30:15,2026-03-28T12:30:15+01:00,STATION,"Boutonnet",6,6,12,0.5,43.622629,3.868375
2026-03-28,12:30:15,2026-03-28T12:30:15+01:00,STATION,"Emile Combes",7,1,8,0.875,43.616742,3.87998
2026-03-28,12:30:15,2026-03-28T12:30:15+01:00,STATION,"Beaux-Arts",6,10,16,0.375,43.616698,3.884981
2026-03-28,12:30:15,2026-03-28T12:30:15+01:00,STATION,"Les Aubes",3,5,8,0.375,43.618692,3.893844
2026-03-28,12:30:15,2026-03-28T12:30:15+01:00,STATION,"Antigone centre",4,8,12,0.3333333333333333,43.607942,3.890634
2026-03-28,12:30:15,2026-03-28T12:30:15+01:00,STATION,"Médiathèque Emile Zola",5,11,16,0.3125,43.608218,3.89314
2026-03-28,12:30:15,2026-03-28T12:30:15+01:00,STATION,"Nombre d Or",3,13,16,0.1875,43.607859,3.886644
2026-03-28,12:30:15,2026-03-28T12:30:15+01:00,STATION,"Louis Blanc",8,8,16,0.5,43.614642,3.877648
2026-03-28,12:30:15,2026-03-28T12:30:15+01:00,STATION,"Gambetta",1,7,8,0.125,43.607106,3.870693
2026-03-28,12:30:15,2026-03-28T12:30:15+01:00,STATION,"Port Marianne",11,5,16,0.6875,43.60032,3.89851
2026-03-28,12:30:15,2026-03-28T12:30:15+01:00,STATION,"Les Arceaux",5,3,8,0.625,43.612659,3.867734
2026-03-28,12:30:15,2026-03-28T12:30:15+01:00,STATION,"Cité Mion",1,5,8,0.375,43.601143,3.884373
2026-03-28,12:30:15,2026-03-28T12:30:15+01:00,STATION,"Nouveau Saint-Roch",6,2,8,0.75,43.599817,3.875757
2026-03-28,12:30:15,2026-03-28T12:30:15+01:00,STATION,"Renouvier",3,4,8,0.5,43.603553,3.867884
2026-03-28,12:30:15,2026-03-28T12:30:15+01:00,STATION,"Odysseum",0,8,8,0.0,43.603727,3.918979
2026-03-28,12:30:15,2026-03-28T12:30:15+01:00,STATION,"Saint-Denis",0,8,8,0.0,43.605021,3.875065
2026-03-28,12:30:15,2026-03-28T12:30:15+01:00,STATION,"Richter",9,7,16,0.5625,43.603424,3.899263
2026-03-28,12:30:15,2026-03-28T12:30:15+01:00,STATION,"Charles Flahault",1,7,8,0.125,43.622038,3.86672
2026-03-28,12:30:15,2026-03-28T12:30:15+01:00,STATION,"Voltaire",2,6,8,0.25,43.603767,3.888659
2026-03-28,12:30:15,2026-03-28T12:30:15+01:00,STATION,"Prés d Arènes",4,4,8,0.5,43.59048,3.884611
2026-03-28,12:30:15,2026-03-28T12:30:15+01:00,STATION,"Garcia Lorca",9,0,8,1.0,43.590757,3.890616
2026-03-28,12:30:15,2026-03-28T12:30:15+01:00,STATION,"Vert Bois",5,11,16,0.3125,43.63543,3.871179
2026-03-28,12:30:15,2026-03-28T12:30:15+01:00,STATION,"Malbosc",2,6,8,0.25,43.633679,3.832861
2026-03-28,12:30:15,2026-03-28T12:30:15+01:00,STATION,"Occitanie",7,25,32,0.21875,43.635689,3.849597
2026-03-28,12:30:15,2026-03-28T12:30:15+01:00,STATION,"Fac des Sciences",10,14,24,0.4166666666666667,43.631318,3.861299
2026-03-28,12:30:15,2026-03-28T12:30:15+01:00,STATION,"Fac de Lettres",5,7,12,0.4166666666666667,43.630437,3.869539
2026-03-28,12:30:15,2026-03-28T12:30:15+01:00,STATION,"Aiguelongue",7,0,8,1.0,43.626163,3.882492
2026-03-28,12:30:15,2026-03-28T12:30:15+01:00,STATION,"Jeu de Mail des Abbés",5,3,8,0.625,43.619701,3.883831
2026-03-28,12:30:15,2026-03-28T12:30:15+01:00,STATION,"Euromédecine",2,6,8,0.25,43.639119,3.828199
2026-03-28,12:30:15,2026-03-28T12:30:15+01:00,STATION,"Marie Caizergues",7,1,8,0.875,43.619871,3.873812
2026-03-28,12:30:15,2026-03-28T12:30:15+01:00,STATION,"Sabines",4,4,8,0.5,43.584211,3.860031
2026-03-28,12:30:15,2026-03-28T12:30:15+01:00,STATION,"Celleneuve",5,3,8,0.625,43.61467,3.832624
2026-03-28,12:30:15,2026-03-28T12:30:15+01:00,STATION,"Jardin de la Lironde",5,3,8,0.625,43.60585,3.911576
2026-03-28,12:30:15,2026-03-28T12:30:15+01:00,STATION,"Père Soulas",6,2,8,0.75,43.621983,3.855603
2026-03-28,12:30:15,2026-03-28T12:30:15+01:00,STATION,"Place Viala",3,5,8,0.375,43.616812,3.855075
2026-03-28,12:30:15,2026-03-28T12:30:15+01:00,STATION,"Hôtel du Département",4,4,8,0.5,43.621682,3.83477
2026-03-28,12:30:15,2026-03-28T12:30:15+01:00,STATION,"Tonnelles",5,3,8,0.625,43.615155,3.839466
2026-03-28,12:30:15,2026-03-28T12:30:15+01:00,STATION,"Parvis Jules Ferry - Gare Saint-Roch",4,4,8,0.5,43.603889,3.879362
2026-03-28,12:30:15,2026-03-28T12:30:15+01:00,STATION,"Pont de Lattes - Gare Saint-Roch",6,6,12,0.5,43.606036,3.882393
2026-03-28,12:30:15,2026-03-28T12:30:15+01:00,STATION,"Deux Ponts - Gare Saint-Roch",0,8,8,0.0,43.604319,3.880916
2026-03-28,12:30:15,2026-03-28T12:30:15+01:00,STATION,"Providence - Ovalie",4,4,8,0.5,43.588239,3.853421
2026-03-28,12:30:15,2026-03-28T12:30:15+01:00,STATION,"Pérols Etang de l Or",24,44,68,0.35294117647058826,43.558351,3.963412
2026-03-28,12:30:15,2026-03-28T12:30:15+01:00,STATION,"Albert 1er - Cathédrale",4,8,12,0.3333333333333333,43.614005,3.873218
2026-03-28,12:30:15,2026-03-28T12:30:15+01:00,STATION,"Saint-Guilhem - Courreau",0,8,8,0.0,43.608996,3.872752
2026-03-28,12:30:15,2026-03-28T12:30:15+01:00,STATION,"Sud De France",0,8,8,0.0,43.59562,3.9235
2026-03-28,12:30:15,2026-03-28T12:30:15+01:00,STATION,"Comedie Baudin",0,8,8,0.0,43.608717,3.880787
2026-03-28,12:30:15,2026-03-28T12:30:15+01:00,STATION,"Jean de Beins",5,11,16,0.3125,43.609857,3.883884
2026-03-28,12:55:24,2026-03-28T12:55:24+01:00,STATION,"Rue Jules Ferry - Gare Saint-Roch",2,10,12,0.16666666666666666,43.605366,3.881346
2026-03-28,12:55:24,2026-03-28T12:55:24+01:00,STATION,"Comédie",10,10,20,0.5,43.608148,3.878778
2026-03-28,12:55:24,2026-03-28T12:55:24+01:00,STATION,"Hôtel de Ville",11,5,16,0.6875,43.599088,3.894866
2026-03-28,12:55:24,2026-03-28T12:55:24+01:00,STATION,"Corum",6,5,12,0.5833333333333334,43.613989,3.8816
2026-03-28,12:55:24,2026-03-28T12:55:24+01:00,STATION,"Place Albert 1er - St Charles",2,25,27,0.07407407407407407,43.616768,3.873375
2026-03-28,12:55:24,2026-03-28T12:55:24+01:00,STATION,"Foch",5,3,8,0.625,43.610989,3.873345
2026-03-28,12:55:24,2026-03-28T12:55:24+01:00,STATION,"Halles Castellane",0,12,12,0.0,43.609935,3.877208
2026-03-28,12:55:24,2026-03-28T12:55:24+01:00,STATION,"Observatoire",7,0,8,1.0,43.606301,3.87724
2026-03-28,12:55:24,2026-03-28T12:55:24+01:00,STATION,"Rondelet",5,11,16,0.3125,43.603038,3.875796
2026-03-28,12:55:24,2026-03-28T12:55:24+01:00,STATION,"Plan Cabanes",1,11,12,0.08333333333333333,43.608491,3.868389
2026-03-28,12:55:24,2026-03-28T12:55:24+01:00,STATION,"Boutonnet",7,5,12,0.5833333333333334,43.622629,3.868375
2026-03-28,12:55:24,2026-03-28T12:55:24+01:00,STATION,"Emile Combes",7,1,8,0.875,43.616742,3.87998
2026-03-28,12:55:24,2026-03-28T12:55:24+01:00,STATION,"Beaux-Arts",6,10,16,0.375,43.616698,3.884981
2026-03-28,12:55:24,2026-03-28T12:55:24+01:00,STATION,"Les Aubes",3,5,8,0.375,43.618692,3.893844
2026-03-28,12:55:24,2026-03-28T12:55:24+01:00,STATION,"Antigone centre",4,8,12,0.3333333333333333,43.607942,3.890634
2026-03-28,12:55:24,2026-03-28T12:55:24+01:00,STATION,"Médiathèque Emile Zola",5,11,16,0.3125,43.608218,3.89314
2026-03-28,12:55:24,2026-03-28T12:55:24+01:00,STATION,"Nombre d Or",4,12,16,0.25,43.607859,3.886644
2026-03-28,12:55:24,2026-03-28T12:55:24+01:00,STATION,"Louis Blanc",9,7,16,0.5625,43.614642,3.877648
2026-03-28,12:55:24,2026-03-28T12:55:24+01:00,STATION,"Gambetta",1,7,8,0.125,43.607106,3.870693
2026-03-28,12:55:24,2026-03-28T12:55:24+01:00,STATION,"Port Marianne",11,5,16,0.6875,43.60032,3.89851
2026-03-28,12:55:24,2026-03-28T12:55:24+01:00,STATION,"Les Arceaux",5,3,8,0.625,43.612659,3.867734
2026-03-28,12:55:24,2026-03-28T12:55:24+01:00,STATION,"Cité Mion",1,5,8,0.375,43.601143,3.884373
2026-03-28,12:55:24,2026-03-28T12:55:24+01:00,STATION,"Nouveau Saint-Roch",6,2,8,0.75,43.599817,3.875757
2026-03-28,12:55:24,2026-03-28T12:55:24+01:00,STATION,"Renouvier",3,4,8,0.5,43.603553,3.867884
2026-03-28,12:55:24,2026-03-28T12:55:24+01:00,STATION,"Odysseum",0,8,8,0.0,43.603727,3.918979
2026-03-28,12:55:24,2026-03-28T12:55:24+01:00,STATION,"Saint-Denis",0,8,8,0.0,43.605021,3.875065
2026-03-28,12:55:24,2026-03-28T12:55:24+01:00,STATION,"Richter",9,7,16,0.5625,43.603424,3.899263
2026-03-28,12:55:24,2026-03-28T12:55:24+01:00,STATION,"Charles Flahault",1,7,8,0.125,43.622038,3.86672
2026-03-28,12:55:24,2026-03-28T12:55:24+01:00,STATION,"Voltaire",2,6,8,0.25,43.603767,3.888659
2026-03-28,12:55:24,2026-03-28T12:55:24+01:00,STATION,"Prés d Arènes",4,4,8,0.5,43.59048,3.884611
2026-03-28,12:55:24,2026-03-28T12:55:24+01:00,STATION,"Garcia Lorca",9,0,8,1.0,43.590757,3.890616
2026-03-28,12:55:24,2026-03-28T12:55:24+01:00,STATION,"Vert Bois",5,11,16,0.3125,43.63543,3.871179
2026-03-28,12:55:24,2026-03-28T12:55:24+01:00,STATION,"Malbosc",2,6,8,0.25,43.633679,3.832861
2026-03-28,12:55:24,2026-03-28T12:55:24+01:00,STATION,"Occitanie",7,25,32,0.21875,43.635689,3.849597
2026-03-28,12:55:24,2026-03-28T12:55:24+01:00,STATION,"Fac des Sciences",10,14,24,0.4166666666666667,43.631318,3.861299
2026-03-28,12:55:24,2026-03-28T12:55:24+01:00,STATION,"Fac de Lettres",5,7,12,0.4166666666666667,43.630437,3.869539
2026-03-28,12:55:24,2026-03-28T12:55:24+01:00,STATION,"Aiguelongue",5,2,8,0.75,43.626163,3.882492
2026-03-28,12:55:24,2026-03-28T12:55:24+01:00,STATION,"Jeu de Mail des Abbés",5,3,8,0.625,43.619701,3.883831
2026-03-28,12:55:24,2026-03-28T12:55:24+01:00,STATION,"Euromédecine",2,6,8,0.25,43.639119,3.828199
2026-03-28,12:55:24,2026-03-28T12:55:24+01:00,STATION,"Marie Caizergues",7,1,8,0.875,43.619871,3.873812
2026-03-28,12:55:24,2026-03-28T12:55:24+01:00,STATION,"Sabines",4,4,8,0.5,43.584211,3.860031
2026-03-28,12:55:24,2026-03-28T12:55:24+01:00,STATION,"Celleneuve",5,3,8,0.625,43.61467,3.832624
2026-03-28,12:55:24,2026-03-28T12:55:24+01:00,STATION,"Jardin de la Lironde",5,3,8,0.625,43.60585,3.911576
2026-03-28,12:55:24,2026-03-28T12:55:24+01:00,STATION,"Père Soulas",6,2,8,0.75,43.621983,3.855603
2026-03-28,12:55:24,2026-03-28T12:55:24+01:00,STATION,"Place Viala",3,5,8,0.375,43.616812,3.855075
2026-03-28,12:55:24,2026-03-28T12:55:24+01:00,STATION,"Hôtel du Département",4,4,8,0.5,43.621682,3.83477
2026-03-28,12:55:24,2026-03-28T12:55:24+01:00,STATION,"Tonnelles",5,3,8,0.625,43.615155,3.839466
2026-03-28,12:55:24,2026-03-28T12:55:24+01:00,STATION,"Parvis Jules Ferry - Gare Saint-Roch",4,4,8,0.5,43.603889,3.879362
2026-03-28,12:55:24,2026-03-28T12:55:24+01:00,STATION,"Pont de Lattes - Gare Saint-Roch",6,6,12,0.5,43.606036,3.882393
2026-03-28,12:55:24,2026-03-28T12:55:24+01:00,STATION,"Deux Ponts - Gare Saint-Roch",0,8,8,0.0,43.604319,3.880916
2026-03-28,12:55:24,2026-03-28T12:55:24+01:00,STATION,"Providence - Ovalie",4,4,8,0.5,43.588239,3.853421
2026-03-28,12:55:24,2026-03-28T12:55:24+01:00,STATION,"Pérols Etang de l Or",26,42,68,0.38235294117647056,43.558351,3.963412
2026-03-28,12:55:24,2026-03-28T12:55:24+01:00,STATION,"Albert 1er - Cathédrale",4,8,12,0.3333333333333333,43.614005,3.873218
2026-03-28,12:55:24,2026-03-28T12:55:24+01:00,STATION,"Saint-Guilhem - Courreau",0,8,8,0.0,43.608996,3.872752
2026-03-28,12:55:24,2026-03-28T12:55:24+01:00,STATION,"Sud De France",0,8,8,0.0,43.59562,3.9235
2026-03-28,12:55:24,2026-03-28T12:55:24+01:00,STATION,"Comedie Baudin",0,8,8,0.0,43.608717,3.880787
2026-03-28,12:55:24,2026-03-28T12:55:24+01:00,STATION,"Jean de Beins",5,11,16,0.3125,43.609857,3.883884
2026-03-28,13:57:43,2026-03-28T13:57:43+01:00,STATION,"Rue Jules Ferry - Gare Saint-Roch",2,10,12,0.16666666666666666,43.605366,3.881346
2026-03-28,13:57:43,2026-03-28T13:57:43+01:00,STATION,"Comédie",10,10,20,0.5,43.608148,3.878778
2026-03-28,13:57:43,2026-03-28T13:57:43+01:00,STATION,"Hôtel de Ville",12,4,16,0.75,43.599088,3.894866
2026-03-28,13:57:43,2026-03-28T13:57:43+01:00,STATION,"Corum",6,5,12,0.5833333333333334,43.613989,3.8816
2026-03-28,13:57:43,2026-03-28T13:57:43+01:00,STATION,"Place Albert 1er - St Charles",3,24,27,0.1111111111111111,43.616768,3.873375
2026-03-28,13:57:43,2026-03-28T13:57:43+01:00,STATION,"Foch",5,3,8,0.625,43.610989,3.873345
2026-03-28,13:57:43,2026-03-28T13:57:43+01:00,STATION,"Halles Castellane",0,12,12,0.0,43.609935,3.877208
2026-03-28,13:57:43,2026-03-28T13:57:43+01:00,STATION,"Observatoire",8,0,8,1.0,43.606301,3.87724
2026-03-28,13:57:43,2026-03-28T13:57:43+01:00,STATION,"Rondelet",5,11,16,0.3125,43.603038,3.875796
2026-03-28,13:57:43,2026-03-28T13:57:43+01:00,STATION,"Plan Cabanes",1,11,12,0.08333333333333333,43.608491,3.868389
2026-03-28,13:57:43,2026-03-28T13:57:43+01:00,STATION,"Boutonnet",8,4,12,0.6666666666666666,43.622629,3.868375
2026-03-28,13:57:43,2026-03-28T13:57:43+01:00,STATION,"Emile Combes",7,1,8,0.875,43.616742,3.87998
2026-03-28,13:57:43,2026-03-28T13:57:43+01:00,STATION,"Beaux-Arts",6,10,16,0.375,43.616698,3.884981
2026-03-28,13:57:43,2026-03-28T13:57:43+01:00,STATION,"Les Aubes",3,5,8,0.375,43.618692,3.893844
2026-03-28,13:57:43,2026-03-28T13:57:43+01:00,STATION,"Antigone centre",4,8,12,0.3333333333333333,43.607942,3.890634
2026-03-28,13:57:43,2026-03-28T13:57:43+01:00,STATION,"Médiathèque Emile Zola",7,9,16,0.4375,43.608218,3.89314
2026-03-28,13:57:43,2026-03-28T13:57:43+01:00,STATION,"Nombre d Or",5,11,16,0.3125,43.607859,3.886644
